block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	colour_block				
371	CP020784.1	GCA_002234715.1_ASM223471v1_genomic.fna	29028256	29207551	CP020670.1	GCA_002234675.1_ASM223467v1_genomic.fna	32035595	32243660	+	CP020784.1	6			
372	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	0	115031	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	19520	143494	+	CP020785.1	7			
373	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	123562	4532457	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	289795	4678541	+	CP020785.1	7			
375	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	4532468	4648529	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	4694708	4796436	+	CP020785.1	7			
376	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	4752470	5779152	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	4796485	5876048	+	CP020785.1	7			
377	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	5784678	16331575	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	5961447	16545661	+	CP020785.1	7			
380	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	16343100	23421345	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	16711669	23890192	+	CP020785.1	7			
382	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	23421554	24874702	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	23895218	25408919	+	CP020785.1	7			
385	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	24897163	25087309	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	25427193	25566111	+	CP020785.1	7			
388	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	25089050	25709535	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	25916575	26515099	+	CP020785.1	7			
391	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	25667909	25972362	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	26609039	26859797	+	CP020785.1	7			
393	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	26007168	26307104	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	26871004	27155818	+	CP020785.1	7			
395	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	26309108	26735927	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	27163716	27563672	+	CP020785.1	7			
397	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	26736008	26887799	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	27569233	27744611	+	CP020785.1	7			
399	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	26888413	27360255	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	27750327	28145432	+	CP020785.1	7			
401	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	27360451	27476040	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	28150917	28260935	+	CP020785.1	7			
403	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	27479076	27972230	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	28268516	28719966	+	CP020785.1	7			
409	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	28256658	28919285	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	28946165	29639740	+	CP020785.1	7			
410	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	28988029	29599900	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	29645268	30260556	+	CP020785.1	7			
412	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	29600142	29805061	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	30267681	30488228	+	CP020785.1	7			
415	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	29807238	30471028	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	30525793	31212585	+	CP020785.1	7			
417	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	30486277	31107277	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	31610837	32215308	+	CP020785.1	7			
419	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	31107350	31259017	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	32221292	32378010	+	CP020785.1	7			
420	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	31265121	32074472	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	32461868	33276896	+	CP020785.1	7			
422	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	32089072	32632808	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	33306171	33879114	+	CP020785.1	7			
426	CP020785.1	GCA_002234715.1_ASM223471v1_genomic.fna	32703825	32810029	CP020671.1	GCA_002234675.1_ASM223467v1_genomic.fna	34166255	34284426	+	CP020785.1	7			
433	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	316199	1948901	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	546778	2188962	+	CP020786.1	8			
434	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	1951091	2737391	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	2257802	3049732	+	CP020786.1	8			
438	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	2788782	4570101	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	3154780	4982885	+	CP020786.1	8			
440	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	4577716	6043852	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	4989097	6458416	+	CP020786.1	8			
441	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	6116394	12433758	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	6459893	12939694	+	CP020786.1	8			
443	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	12433920	13292570	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	12948196	13773395	+	CP020786.1	8			
445	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	13449602	14232407	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	13893210	14659810	+	CP020786.1	8			
457	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	14423364	16199620	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	15173406	17005715	+	CP020786.1	8			
458	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	16209430	16338018	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	17089244	17272491	+	CP020786.1	8			
461	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	16346581	18341373	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	17684181	19641778	+	CP020786.1	8			
463	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	18346614	19959443	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	19663606	21427083	+	CP020786.1	8			
468	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	20069222	22234936	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	21545181	23690160	+	CP020786.1	8			
470	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	22242342	24398685	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	23703806	25884114	+	CP020786.1	8			
471	CP020786.1	GCA_002234715.1_ASM223471v1_genomic.fna	24403338	24534748	CP020672.1	GCA_002234675.1_ASM223467v1_genomic.fna	25976903	26087932	+	CP020786.1	8			
475	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	12547	183572	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	34522	214739	+	CP020787.1	9			
476	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	184665	514646	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	311948	692517	+	CP020787.1	9			
477	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	594169	702337	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	694067	810368	+	CP020787.1	9			
478	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	704323	3078256	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	1119782	3601591	+	CP020787.1	9			
480	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	3080280	3382886	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	3637937	3928278	+	CP020787.1	9			
485	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	3603513	4116031	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	4130309	4622289	+	CP020787.1	9			
486	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	4123361	12064699	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	4715801	12721184	+	CP020787.1	9			
487	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	12185114	13577550	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	12801960	14189211	+	CP020787.1	9			
488	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	13592435	20081530	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	14341283	20981762	+	CP020787.1	9			
492	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	20144704	20405029	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	21128474	21395913	+	CP020787.1	9			
499	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	20580229	20710243	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	21823249	21988084	+	CP020787.1	9			
501	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	20802188	21021700	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	22031340	22242136	+	CP020787.1	9			
504	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	21024854	22514622	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	22470953	23977154	+	CP020787.1	9			
506	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	22514664	23103591	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	23980396	24612377	+	CP020787.1	9			
509	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	23105104	26497280	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	24625368	28056080	+	CP020787.1	9			
511	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	26509652	26737561	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	28068643	28293882	+	CP020787.1	9			
512	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	26863188	28148770	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	28297352	29671414	+	CP020787.1	9			
515	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	28237584	28925239	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	29808113	30514823	+	CP020787.1	9			
518	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	28926744	30627488	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	30832562	32611300	+	CP020787.1	9			
520	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	30632953	30861691	CP020673.1	GCA_002234675.1_ASM223467v1_genomic.fna	33172121	33352355	+	CP020787.1	9			
521	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	3039013	3144229	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	574	101239	-	CP020799.1	10			
522	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	13995	467156	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	102438	582870	+	CP020788.1	10			
528	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	735082	1334960	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	1457290	2093108	+	CP020788.1	10			
529	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	1439292	2263433	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	2179539	3065269	+	CP020788.1	10			
530	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	2347144	3244502	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	3066482	4031686	+	CP020788.1	10			
532	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	3246200	4757337	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	4182195	5739377	+	CP020788.1	10			
534	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	4760935	5533861	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	5741492	6523704	+	CP020788.1	10			
535	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	5548790	7817367	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	6940106	9122093	+	CP020788.1	10			
537	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	7817454	14588224	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	9127830	16049658	+	CP020788.1	10			
538	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	14588309	19574564	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	16118520	21160172	+	CP020788.1	10			
540	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	19574617	21981961	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	21165732	23630306	+	CP020788.1	10			
541	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	21986146	22343316	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	23730060	24095980	+	CP020788.1	10			
544	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	22591375	25894815	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	24180258	27557990	+	CP020788.1	10			
546	CP020788.1	GCA_002234715.1_ASM223471v1_genomic.fna	25894844	28761918	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	27606890	30618146	+	CP020788.1	10			
548	CP020779.1	GCA_002234715.1_ASM223471v1_genomic.fna	26443960	26571727	CP020674.1	GCA_002234675.1_ASM223467v1_genomic.fna	30885611	31013800	+	CP020779.1	10			
551	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	3555	159675	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	10079	190627	+	CP020789.1	11			
558	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	190007	697139	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	695555	1175298	+	CP020789.1	11			
560	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	697494	865212	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	1179542	1386279	+	CP020789.1	11			
566	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	1432819	1620438	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	1675903	1836742	-	CP020789.1	11			
570	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	947808	1401334	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	1935815	2366549	+	CP020789.1	11			
575	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	1713284	2434775	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	3053844	3756175	+	CP020789.1	11			
576	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	2366836	5327508	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	3771803	6823228	+	CP020789.1	11			
583	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	20451750	21648554	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	7018873	8192524	-	CP020789.1	11			
585	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	20050856	20451615	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	8200900	8566949	-	CP020789.1	11			
586	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	19234031	20049244	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	8760335	9542259	-	CP020789.1	11			
588	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	16965869	19190072	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	9565559	11848086	-	CP020789.1	11			
590	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	13666016	16963832	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	12514757	15796194	-	CP020789.1	11			
593	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	5561677	13569827	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	15894343	24055909	-	CP020789.1	11			
594	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	21686497	22497160	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	24072940	24889588	+	CP020789.1	11			
596	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	22497607	23052731	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	24903835	25483711	+	CP020789.1	11			
598	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	23055043	23663248	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	25493728	26085194	+	CP020789.1	11			
600	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	23664893	24932186	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	26307092	27559129	+	CP020789.1	11			
607	CP020789.1	GCA_002234715.1_ASM223471v1_genomic.fna	25130728	25535678	CP020675.1	GCA_002234675.1_ASM223467v1_genomic.fna	27792524	28206250	+	CP020789.1	11			
608	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	40314	414659	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	194	396524	+	CP020790.1	12			
609	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	415969	779038	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	775359	1157846	+	CP020790.1	12			
610	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	780948	6613811	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	1279350	7207575	+	CP020790.1	12			
612	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	6613856	8418950	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	7394269	9169618	+	CP020790.1	12			
614	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	8428088	11204361	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	9186261	11906750	+	CP020790.1	12			
616	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	11204437	13402256	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	11911635	14163044	+	CP020790.1	12			
621	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	13512278	13659920	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	14316111	14483663	-	CP020790.1	12			
622	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	13684976	14325539	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	14491445	15134704	+	CP020790.1	12			
624	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	14326089	16767219	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	15155052	17669670	+	CP020790.1	12			
625	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	16768534	17039315	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	17832081	18075127	+	CP020790.1	12			
627	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	17044766	17945811	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	18080575	19051699	+	CP020790.1	12			
628	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	18018244	18561409	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	19058451	19624151	+	CP020790.1	12			
632	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	18570645	18689163	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	19870674	20004333	+	CP020790.1	12			
634	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	18691847	19267213	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	20009875	20603965	+	CP020790.1	12			
636	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	19268165	19401253	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	20608844	20744408	+	CP020790.1	12			
640	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	19444485	19561332	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	20805995	20946766	+	CP020790.1	12			
641	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	19600435	19742562	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	21261703	21396408	+	CP020790.1	12			
643	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	19744603	20097308	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	21404167	21799685	+	CP020790.1	12			
646	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	20195500	22603531	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	22000528	24327880	+	CP020790.1	12			
648	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	22617233	22802219	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	24415037	24604442	+	CP020790.1	12			
652	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	22835077	23664425	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	24740188	25560731	+	CP020790.1	12			
654	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	23674852	27778261	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	25641706	29824220	+	CP020790.1	12			
655	CP020790.1	GCA_002234715.1_ASM223471v1_genomic.fna	27781481	28220718	CP020676.1	GCA_002234675.1_ASM223467v1_genomic.fna	29987317	30520834	+	CP020790.1	12			
662	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	130619	733431	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	711104	1278073	+	CP020791.1	13			
668	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	728614	1590974	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	1688624	2531482	+	CP020791.1	13			
669	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	1602465	2280436	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	2633526	3313602	+	CP020791.1	13			
671	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	2283993	4841414	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	3316712	5928320	+	CP020791.1	13			
672	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	4966621	6731440	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	5928373	7694912	+	CP020791.1	13			
674	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	6733999	8305136	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	7696609	9302103	+	CP020791.1	13			
676	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	8312503	8502435	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	9306206	9493955	+	CP020791.1	13			
678	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	8505242	8951145	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	9496236	9919945	+	CP020791.1	13			
680	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	8951533	15105695	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	9927707	16255333	+	CP020791.1	13			
681	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	15159559	18176275	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	16255834	19287903	+	CP020791.1	13			
682	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	17711534	17840402	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	19309138	19413862	-	CP020791.1	13			
688	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	18177338	19424937	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	19601835	20917180	+	CP020791.1	13			
689	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	19425951	21927780	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	21470650	23923206	+	CP020791.1	13			
691	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	21928633	24827377	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	23930289	26887748	+	CP020791.1	13			
695	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	24835088	25022860	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	26992866	27218439	+	CP020791.1	13			
697	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	25024050	25333660	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	27219641	27525252	+	CP020791.1	13			
702	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	25340440	26008569	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	28165252	28842076	+	CP020791.1	13			
703	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	26149797	28456523	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	28994416	31397842	+	CP020791.1	13			
706	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	28457650	29683164	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	31682887	32953538	+	CP020791.1	13			
709	CP020791.1	GCA_002234715.1_ASM223471v1_genomic.fna	29694958	29859163	CP020677.1	GCA_002234675.1_ASM223467v1_genomic.fna	33183078	33335909	+	CP020791.1	13			
721	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	133627	700204	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	428521	970053	+	CP020792.1	14			
726	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	728299	866556	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	1440057	1587817	+	CP020792.1	14			
727	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	867763	985320	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	1659566	1766515	+	CP020792.1	14			
730	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	993933	1997201	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	1780619	2836046	+	CP020792.1	14			
737	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	2109752	3959620	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	3162212	5089326	+	CP020792.1	14			
746	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	4000964	4157456	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	5345490	5517698	-	CP020792.1	14			
747	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	4339602	5130552	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	5535566	6286483	+	CP020792.1	14			
748	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	5131628	7682533	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	6468965	9068577	+	CP020792.1	14			
750	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	7680080	13136672	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	9113573	14702321	+	CP020792.1	14			
752	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	13137537	16930843	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	14708705	18530419	+	CP020792.1	14			
754	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	16941858	18664079	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	18557977	20358000	+	CP020792.1	14			
756	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	18664306	22409844	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	20364051	24052404	+	CP020792.1	14			
758	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	22429306	22619859	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	24058481	24238191	+	CP020792.1	14			
