chrom_HNI,gene_start_HNI,gene_end_HNI,ensemblGeneID_HNI,gene_symbol_hni,description_HNI,ensemblGeneID_HdrR,gene_start_HdrR,gene_end_HdrR,gene_symbol_HdrR,description_HdrR,popStat_phenotype_annotation
19,3926118,3934362,ENSORLG00020020826,NA,,ENSORLG00000004358,4407428,4416852,mki67,gene_symbol:mki67 description:proliferation marker protein Ki-67 [Source:NCBI gene;Acc:101173508],_highTajimaD__
19,3912151,3923719,ENSORLG00020020848,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
19,3903537,3908956,ENSORLG00020021056,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
19,3912186,3915218,ENSORLG00020021268,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
19,6194502,6199223,ENSORLG00020017067,NA,,ENSORLG00000030359,7106965,7111737,NA,,_highTajimaD__EJ->sak
19,6249225,6249914,ENSORLG00020017054,NA,,ENSORLG00000005533,7295040,7307020,NA,description:alpha-tectorin-like [Source:NCBI gene;Acc:105358719],_highTajimaD__EJ->sak
19,6789493,6795165,ENSORLG00020015491,NA,,ENSORLG00000022047,7825934,7844573,NA,description:integrin alpha-M-like [Source:NCBI gene;Acc:101156923],highPi_highTajimaD__
19,6761435,6781384,ENSORLG00020015534,NA,,ENSORLG00000006425,7804876,7942152,NA,description:integrin alpha-M-like [Source:NCBI gene;Acc:101156687],highPi_highTajimaD__
19,6750001,6753773,ENSORLG00020015572,aldoa,gene_symbol:aldoa description:fructose-bisphosphate aldolase A [Source:NCBI gene;Acc:100049249],ENSORLG00000006367,7789311,7797482,aldoa,gene_symbol:aldoa description:fructose-bisphosphate aldolase A [Source:NCBI gene;Acc:100049249],highPi_highTajimaD__
19,21442691,21445951,ENSORLG00020015737,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
19,21414998,21439805,ENSORLG00020015884,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
20,534781,538284,ENSORLG00020014575,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
20,1638720,1640901,ENSORLG00020013583,NA,,ENSORLG00000019794,2125506,2130029,NA,description:tripartite motif-containing protein 16-like [Source:NCBI gene;Acc:105353825],_highTajimaD__EJ->sak
20,1610026,1637597,ENSORLG00020013617,NA,,ENSORLG00000025124,2100749,2126724,NA,description:synaptonemal complex protein 2-like [Source:NCBI gene;Acc:101161871],_highTajimaD__EJ->sak
20,1600481,1602341,ENSORLG00020013632,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__EJ->sak
20,1845670,1848379,ENSORLG00020013360,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
20,1819859,1826876,ENSORLG00020013386,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
20,1802038,1803445,ENSORLG00020013395,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
20,9147697,9150000,ENSORLG00020006571,NA,,ENSORLG00000005309,10584023,10651692,NA,description:aryl-hydrocarbon receptor repressor [Source:NCBI gene;Acc:101166260],_highTajimaD__
20,9131660,9137739,ENSORLG00020006597,NA,description:phosphatidylinositol glycan anchor biosynthesis; class M [Source:NCBI gene;Acc:393361],ENSORLG00000005303,10567448,10574547,pigm,gene_symbol:pigm description:phosphatidylinositol glycan anchor biosynthesis class M [Source:NCBI gene;Acc:101166013],_highTajimaD__
20,9122665,9131285,ENSORLG00020006626,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
20,9107760,9112385,ENSORLG00020006647,NA,description:polymerase (RNA) II (DNA directed) polypeptide D [Source:ZFIN;Acc:ZDB-GENE-040714-2],ENSORLG00000005266,10414032,10417473,polr2d,gene_symbol:polr2d description:RNA polymerase II subunit D [Source:NCBI gene;Acc:101165515],_highTajimaD__
20,21349246,21350000,ENSORLG00020004209,olpks,gene_symbol:olpks description:Oryzias latipes probable polyketide synthase 16 (olpks); mRNA. [Source:RefSeq mRNA;Acc:NM_001309031],ENSORLG00000012793,22977903,22986925,olpks,gene_symbol:olpks description:probable polyketide synthase 16 [Source:NCBI gene;Acc:101169887],highPi_highTajimaD__
20,21304002,21345230,ENSORLG00020004243,NA,description:equisetin synthetase eqxS [Source:NCBI gene;Acc:101169644],ENSORLG00000012785,22957453,22969599,si,gene_symbol:si:dkey-61p9.11 description:equisetin synthetase eqxS [Source:NCBI gene;Acc:101169644],highPi_highTajimaD__
20,21300001,21303982,ENSORLG00020004278,NA,description:retinol dehydrogenase 12 [Source:NCBI gene;Acc:101168330],ENSORLG00000012778,22949358,22957432,rdh12l,gene_symbol:rdh12l description:retinol dehydrogenase 12 [Source:NCBI gene;Acc:101168330],highPi_highTajimaD__
22,1645973,1650000,ENSORLG00020002210,NA,description:papilin a; proteoglycan-like sulfated glycoprotein [Source:ZFIN;Acc:ZDB-GENE-070815-4],ENSORLG00000025663,2100138,2123573,paplna,gene_symbol:paplna description:papilin; proteoglycan like sulfated glycoprotein [Source:NCBI gene;Acc:101162499],_highTajimaD__
22,1639653,1639707,ENSORLG00020002220,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1637718,1646263,ENSORLG00020002262,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1634417,1636304,ENSORLG00020002271,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1628207,1631436,ENSORLG00020002281,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1621825,1624180,ENSORLG00020002285,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1618356,1623238,ENSORLG00020002290,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1615038,1616897,ENSORLG00020002297,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1611649,1616304,ENSORLG00020002309,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1609089,1614007,ENSORLG00020002316,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1611284,1611467,ENSORLG00020002342,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
22,1601136,1605313,ENSORLG00020002368,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
23,732314,750000,ENSORLG00020006566,NA,description:solute carrier organic anion transporter family member 1C1 [Source:NCBI gene;Acc:101158155],ENSORLG00000008736,1095262,1137409,NA,description:solute carrier organic anion transporter family member 1C1 [Source:NCBI gene;Acc:101173674],_highTajimaD__
23,706706,708871,ENSORLG00020006573,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
23,10075207,10077988,ENSORLG00020000639,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
23,10080619,10087021,ENSORLG00020021196,NA,,ENSORLG00000012434,11023536,11028022,NA,,_highTajimaD__
23,10067583,10073336,ENSORLG00020021233,NA,,ENSORLG00000027462,10990455,11007251,NA,description:zinc finger protein 570 [Source:NCBI gene;Acc:101160452],_highTajimaD__
23,10054530,10055318,ENSORLG00020021248,NA,,ENSORLG00000022861,10966771,10978653,NA,description:angiopoietin-4 [Source:NCBI gene;Acc:101173515],_highTajimaD__
24,9533859,9535154,ENSORLG00020007779,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,9515400,9516774,ENSORLG00020007787,NA,description:adhesion G protein-coupled receptor F7 [Source:ZFIN;Acc:ZDB-GENE-041001-214],ENSORLG00000015595,10708690,10716776,NA,description:adhesion G protein-coupled receptor F7 [Source:ZFIN;Acc:ZDB-GENE-041001-214],_highTajimaD__
24,9643372,9646896,ENSORLG00020007638,NA,,ENSORLG00000015604,10840881,10843114,NA,,_highTajimaD__
24,9639986,9643189,ENSORLG00020007646,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,9638249,9640361,ENSORLG00020007654,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,9634932,9636026,ENSORLG00020007677,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,9626190,9631474,ENSORLG00020007689,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,9606188,9608427,ENSORLG00020007699,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,17791914,17796267,ENSORLG00020016849,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,17785766,17796708,ENSORLG00020016857,NA,description:mitochondrial translational initiation factor 3 [Source:ZFIN;Acc:ZDB-GENE-060228-1],ENSORLG00000017742,19462294,19472772,mtif3,gene_symbol:mtif3 description:mitochondrial translational initiation factor 3 [Source:NCBI gene;Acc:101156700],_highTajimaD__
24,17768364,17772354,ENSORLG00020016870,NA,,ENSORLG00000030600,31793166,31797682,NA,,_highTajimaD__
24,17757662,17765421,ENSORLG00020016885,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
24,17751254,17754915,ENSORLG00020016911,NA,NA,NA,NA,NA,NA,NA,_highTajimaD__
