pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
sak	CP020781.1	250001	300000	0.0022499203242598	12392	88104	39158720	0
sak	CP020781.1	300001	350000	0.0018631186651875	13328	78468	42116480	0
sak	CP020781.1	350001	400000	0.0013030465866912	17785	73232	56200600	0
sak	CP020781.1	400001	450000	0.0023110830929276	15682	114526	49555120	0
sak	CP020781.1	450001	500000	0.0015257338133293	18228	87883	57600480	0
sak	CP020781.1	500001	550000	0.0013044072581466	13057	53820	41260120	0
sak	CP020781.1	550001	600000	0.0059179395917106	17704	331077	55944640	0
sak	CP020781.1	600001	650000	0.0021895100620994	17314	119793	54712240	0
sak	CP020781.1	650001	700000	0.0014482212445301	10677	48862	33739320	0
sak	CP020781.1	700001	750000	0.0013206942721724	15410	64312	48695600	0
sak	CP020781.1	750001	800000	0.0023503819575779	14658	108868	46319280	0
sak	CP020781.1	800001	850000	0.0014856715634642	13604	63867	42988640	0
sak	CP020781.1	850001	900000	0.0018477646239611	15379	89797	48597640	0
sak	CP020781.1	900001	950000	0.0012146537943291	13105	50301	41411800	0
sak	CP020781.1	950001	1000000	0.0028339546285772	13131	117592	41493960	0
sak	CP020781.1	1000001	1050000	0.0044091012124875	17088	238083	53998080	0
sak	CP020781.1	1050001	1100000	0.0013269653480213	7924	33227	25039840	0
sak	CP020781.1	1100001	1150000	0.0013679169644749	15709	67904	49640440	0
sak	CP020781.1	1150001	1200000	0.0016223312927022	21380	109606	67560800	0
sak	CP020781.1	1200001	1250000	0.0020500945845324	12580	81497	39752800	0
sak	CP020781.1	1250001	1300000	0.0024475512543049	22255	172126	70325800	0
sak	CP020781.1	1300001	1350000	0.0025572015758153	16011	129381	50594760	0
sak	CP020781.1	1350001	1400000	0.0018086471598927	14845	84844	46910200	0
sak	CP020781.1	1400001	1450000	0.0020394316367854	12537	80796	39616920	0
sak	CP020781.1	1450001	1500000	0.0013911260237645	14845	65258	46910200	0
sak	CP020781.1	1500001	1550000	0.0012199125197919	16157	62284	51056120	0
sak	CP020781.1	1550001	1600000	0.0018386328460366	17044	99027	53859040	0
sak	CP020781.1	1600001	1650000	0.0017459140537569	16005	88301	50575800	0
sak	CP020781.1	1650001	1700000	0.0012181081157162	20235	77889	63942600	0
sak	CP020781.1	1700001	1750000	0.0017385613100769	14399	79106	45500840	0
sak	CP020781.1	1750001	1800000	0.0025308233329678	15010	120041	47431600	0
sak	CP020781.1	1800001	1850000	0.0018030637582551	16476	93875	52064160	0
sak	CP020781.1	1850001	1900000	0.0017362106902689	10240	56181	32358400	0
sak	CP020781.1	1900001	1950000	0.0015302845397906	15569	75287	49198040	0
sak	CP020781.1	1950001	2000000	0.0011476790532528	15533	56333	49084280	0
sak	CP020781.1	2000001	2050000	0.0035755542332777	21784	246132	68837440	0
sak	CP020781.1	2050001	2100000	0.0022407866426561	23527	166592	74345320	0
sak	CP020781.1	2100001	2150000	0.0017319253962597	22238	121706	70272080	0
sak	CP020781.1	2150001	2200000	0.0016010284560791	12692	64212	40106720	0
sak	CP020781.1	2200001	2250000	0.0012890509499141	22561	91900	71292760	0
sak	CP020781.1	2250001	2300000	0.002068287567287	23513	153676	74301080	0
sak	CP020781.1	2300001	2350000	0.0016534253407123	25153	131420	79483480	0
sak	CP020781.1	2350001	2400000	0.0038231571415348	24342	294080	76920720	0
sak	CP020781.1	2400001	2450000	0.0026501632755002	16269	136245	51410040	0
sak	CP020781.1	2450001	2500000	0.0019177293252125	14594	88440	46117040	0
sak	CP020781.1	2500001	2550000	0.0015907169555016	12263	61642	38751080	0
sak	CP020781.1	2550001	2600000	0.0023924961296785	13900	105088	43924000	0
sak	CP020781.1	2600001	2650000	0.0020282409513208	20538	131633	64900080	0
sak	CP020781.1	2650001	2700000	0.0019339826333067	4866	29738	15376560	0
sak	CP020781.1	2700001	2750000	0.0017406072719197	12540	68974	39626400	0
sak	CP020781.1	2750001	2800000	0.0035100928065829	15703	174176	49621480	0
sak	CP020781.1	2800001	2850000	0.0030091951358174	14851	141219	46929160	0
sak	CP020781.1	2850001	2900000	0.0053676294497732	11047	187376	34908520	0
sak	CP020781.1	2900001	2950000	0.0025632628373384	15654	126796	49466640	0
sak	CP020781.1	2950001	3000000	0.0037247808883842	16287	191703	51466920	0
sak	CP020781.1	3000001	3050000	0.0017201296813519	13193	71712	41689880	0
sak	CP020781.1	3050001	3100000	0.0021959157590211	13529	93879	42751640	0
sak	CP020781.1	3100001	3150000	0.0016939086548247	17973	96205	56794680	0
sak	CP020781.1	3150001	3200000	0.0026586003501519	16651	139888	52617160	0
sak	CP020781.1	3200001	3250000	0.0019356919527669	16680	102028	52708800	0
sak	CP020781.1	3250001	3300000	0.0023231652966952	17283	126878	54614280	0
sak	CP020781.1	3300001	3350000	0.0014947578922038	15255	72056	48205800	0
sak	CP020781.1	3350001	3400000	0.0017190887177487	14709	79904	46480440	0
sak	CP020781.1	3400001	3450000	0.0018657712840149	10618	62602	33552880	0
sak	CP020781.1	3450001	3500000	0.0056889020000476	14868	267281	46982880	0
sak	CP020781.1	3500001	3550000	0.001745730875659	17717	97736	55985720	0
sak	CP020781.1	3550001	3600000	0.0016368128604823	14983	77497	47346280	0
sak	CP020781.1	3600001	3650000	0.002111726070727	17064	113869	53922240	0
sak	CP020781.1	3650001	3700000	0.0014696177480021	17685	82129	55884600	0
sak	CP020781.1	3700001	3750000	0.0012805231633587	17114	69251	54080240	0
sak	CP020781.1	3750001	3800000	0.0015250868885104	28452	137118	89908320	0
sak	CP020781.1	3800001	3850000	0.0014227360652085	25397	114181	80254520	0
sak	CP020781.1	3850001	3900000	0.0011332619322086	18272	65434	57739520	0
sak	CP020781.1	3900001	3950000	0.0020096877449593	23399	148598	73940840	0
sak	CP020781.1	3950001	4000000	0.0019688847047485	18703	116364	59101480	0
sak	CP020781.1	4000001	4050000	0.0017881914340211	17520	99000	55363200	0
sak	CP020781.1	4050001	4100000	0.0016364926641691	23010	118992	72711600	0
sak	CP020781.1	4100001	4150000	0.0015239959930789	13900	66940	43924000	0
sak	CP020781.1	4150001	4200000	0.0012328700259387	28397	110631	89734520	0
sak	CP020781.1	4200001	4250000	0.0013416969048375	27252	115542	86116320	0
sak	CP020781.1	4250001	4300000	0.0014545880210574	25358	116558	80131280	0
sak	CP020781.1	4300001	4350000	0.0021054930592949	23719	157811	74952040	0
sak	CP020781.1	4350001	4400000	0.0011930269866385	26496	99889	83727360	0
sak	CP020781.1	4400001	4450000	0.0017882391034071	25372	143373	80175520	0
sak	CP020781.1	4450001	4500000	0.001672669638382	23740	125481	75018400	0
sak	CP020781.1	4500001	4550000	0.0018483424615116	23669	138245	74794040	0
sak	CP020781.1	4550001	4600000	0.0016812755912365	18323	97347	57900680	0
sak	CP020781.1	4600001	4650000	0.002099074014164	17216	114195	54402560	0
sak	CP020781.1	4650001	4700000	0.0024516782631196	13257	102706	41892120	0
sak	CP020781.1	4700001	4750000	0.0018039041647345	21948	125111	69355680	0
sak	CP020781.1	4750001	4800000	0.0021482154255136	22132	150240	69937120	0
sak	CP020781.1	4800001	4850000	0.0027475931647676	20431	177390	64561960	0
sak	CP020781.1	4850001	4900000	0.0022151472894449	22294	156055	70449040	0
sak	CP020781.1	4900001	4950000	0.0011955806269363	23346	88202	73773360	0
sak	CP020781.1	4950001	5000000	0.0016903853897875	19112	102089	60393920	0
sak	CP020781.1	5000001	5050000	0.0015735455680943	23228	115499	73400480	0
sak	CP020781.1	5050001	5100000	0.0014636408976493	23756	109874	75068960	0
sak	CP020781.1	5100001	5150000	0.001858353397862	23048	135347	72831680	0
sak	CP020781.1	5150001	5200000	0.0019514696164063	22047	135956	69668520	0
sak	CP020781.1	5200001	5250000	0.0016270001853161	26776	137664	84612160	0
sak	CP020781.1	5250001	5300000	0.0013597459588724	27726	119133	87614160	0
sak	CP020781.1	5300001	5350000	0.0010429995210157	22516	74210	71150560	0
sak	CP020781.1	5350001	5400000	0.0016778608178084	25831	136957	81625960	0
sak	CP020781.1	5400001	5450000	0.0014114723713188	27939	124615	88287240	0
sak	CP020781.1	5450001	5500000	0.0015539107464787	26260	128946	82981600	0
sak	CP020781.1	5500001	5550000	0.002627756460346	24283	201639	76734280	0
sak	CP020781.1	5550001	5600000	0.0012838221579306	22979	93223	72613640	0
sak	CP020781.1	5600001	5650000	0.0005842077800928	21494	39680	67921040	0
sak	CP020781.1	5650001	5700000	0.0007599081123965	19242	46206	60804720	0
sak	CP020781.1	5700001	5750000	0.0012544787447559	27952	110806	88328320	0
sak	CP020781.1	5750001	5800000	0.0009077566566854	25736	73824	81325760	0
sak	CP020781.1	5800001	5850000	0.00088771853341	24506	68744	77438960	0
sak	CP020781.1	5850001	5900000	0.001777793398544	21069	118362	66578040	0
sak	CP020781.1	5900001	5950000	0.0009361173599181	23048	68179	72831680	0
sak	CP020781.1	5950001	6000000	0.0029441117434232	19127	177946	60441320	0
sak	CP020781.1	6000001	6050000	0.0022786944172687	18981	136676	59979960	0
sak	CP020781.1	6050001	6100000	0.0021962877145588	26971	187186	85228360	0
sak	CP020781.1	6100001	6150000	0.0037168926175236	20674	242824	65329840	0
sak	CP020781.1	6150001	6200000	0.0012180280788633	28557	109915	90240120	0
sak	CP020781.1	6200001	6250000	0.0011048779086254	20266	70757	64040560	0
sak	CP020781.1	6250001	6300000	0.0021998985175177	24772	172207	78279520	0
sak	CP020781.1	6300001	6350000	0.0011614386228196	23280	85441	73564800	0
sak	CP020781.1	6350001	6400000	0.0013860391640746	24776	108516	78292160	0
sak	CP020781.1	6400001	6450000	0.0018316110734428	22347	129342	70616520	0
sak	CP020781.1	6450001	6500000	0.0018037084427047	25949	147902	81998840	0
sak	CP020781.1	6500001	6550000	0.001101386833527	20084	69900	63465440	0
sak	CP020781.1	6550001	6600000	0.0017953746405537	27442	155689	86716720	0
sak	CP020781.1	6600001	6650000	0.0011623009369784	32773	120371	103562680	0
sak	CP020781.1	6650001	6700000	0.0011255409881695	27923	99314	88236680	0
sak	CP020781.1	6700001	6750000	0.000941818604111	19620	58392	61999200	0
sak	CP020781.1	6750001	6800000	0.0013611886186265	29719	127832	93912040	0
sak	CP020781.1	6800001	6850000	0.0008919893675569	27025	76175	85399000	0
sak	CP020781.1	6850001	6900000	0.0017739041773581	23911	134034	75558760	0
sak	CP020781.1	6900001	6950000	0.0033285431562364	23109	243065	73024440	0
sak	CP020781.1	6950001	7000000	0.0026670659245817	22880	192831	72300800	0
sak	CP020781.1	7000001	7050000	0.0022101780631094	20900	145969	66044000	0
sak	CP020781.1	7050001	7100000	0.0016416934372323	23382	121300	73887120	0
sak	CP020781.1	7100001	7150000	0.0011661644555791	24222	89260	76541520	0
sak	CP020781.1	7150001	7200000	0.0019850306838723	20994	131689	66341040	0
sak	CP020781.1	7200001	7250000	0.0010302165209583	26941	87706	85133560	0
sak	CP020781.1	7250001	7300000	0.0010351304117753	18180	59467	57448800	0
sak	CP020781.1	7300001	7350000	0.0015324496562724	21142	102381	66808720	0
sak	CP020781.1	7350001	7400000	0.0019953425243234	24099	151951	76152840	0
sak	CP020781.1	7400001	7450000	0.0017991763322647	25591	145495	80867560	0
sak	CP020781.1	7450001	7500000	0.0010455922408887	21712	71738	68609920	0
sak	CP020781.1	7500001	7550000	0.0019533223485879	23577	145529	74503320	0
sak	CP020781.1	7550001	7600000	0.0022319267986534	25998	183361	82153680	0
sak	CP020781.1	7600001	7650000	0.0035267114320082	25698	286389	81205680	0
sak	CP020781.1	7650001	7700000	0.0028139066165127	23960	213051	75713600	0
sak	CP020781.1	7700001	7750000	0.0016325357605318	26824	138380	84763840	0
sak	CP020781.1	7750001	7800000	0.002841347480073	24412	219187	77141920	0
sak	CP020781.1	7800001	7850000	0.0026760010271951	25287	213831	79906920	0
sak	CP020781.1	7850001	7900000	0.0021449543997507	23970	162470	75745200	0
sak	CP020781.1	7900001	7950000	0.002128280719704	21181	142450	66931960	0
sak	CP020781.1	7950001	8000000	0.0013522929335533	23499	100417	74256840	0
sak	CP020781.1	8000001	8050000	0.0018276290369186	25101	144966	79319160	0
sak	CP020781.1	8050001	8100000	0.0024730869944719	24059	188020	76026440	0
sak	CP020781.1	8100001	8150000	0.0015123339670485	19948	95331	63035680	0
sak	CP020781.1	8150001	8200000	0.0024234915514413	16245	124408	51334200	0
sak	CP020781.1	8200001	8250000	0.0017509247696353	26760	148061	84561600	0
sak	CP020781.1	8250001	8300000	0.0022734263205589	22964	164974	72566240	0
sak	CP020781.1	8300001	8350000	0.0014725233574702	29003	134956	91649480	0
sak	CP020781.1	8350001	8400000	0.001493740932544	21324	100654	67383840	0
sak	CP020781.1	8400001	8450000	0.00119717054156	21439	81105	67747240	0
sak	CP020781.1	8450001	8500000	0.0014112498136589	27342	121933	86400720	0
sak	CP020781.1	8500001	8550000	0.0020276505336811	19849	127180	62722840	0
sak	CP020781.1	8550001	8600000	0.0012745897529792	22849	92029	72202840	0
sak	CP020781.1	8600001	8650000	0.0013107297010565	30485	126266	96332600	0
sak	CP020781.1	8650001	8700000	0.0011946492656407	28087	106031	88754920	0
sak	CP020781.1	8700001	8750000	0.0019012677122007	29478	177104	93150480	0
sak	CP020781.1	8750001	8800000	0.001471652872444	26000	120911	82160000	0
sak	CP020781.1	8800001	8850000	0.0012451088461317	24230	95334	76566800	0
sak	CP020781.1	8850001	8900000	0.001511135857461	22450	107203	70942000	0
sak	CP020781.1	8900001	8950000	0.0012050604649848	21499	81868	67936840	0
sak	CP020781.1	8950001	9000000	0.0018393524402755	25207	146512	79654120	0
sak	CP020781.1	9000001	9050000	0.0013269422330185	24335	102040	76898600	0
sak	CP020781.1	9050001	9100000	0.0017119771138523	25407	137448	80286120	0
sak	CP020781.1	9100001	9150000	0.001636582171887	32063	165817	101319080	0
sak	CP020781.1	9150001	9200000	0.0012487386777078	32064	126525	101322240	0
sak	CP020781.1	9200001	9250000	0.0017290151061563	28668	156633	90590880	0
sak	CP020781.1	9250001	9300000	0.0012885209582465	23757	96732	75072120	0
sak	CP020781.1	9300001	9350000	0.0014626464801898	25106	116039	79334960	0
sak	CP020781.1	9350001	9400000	0.0021045721284665	23553	156638	74427480	0
sak	CP020781.1	9400001	9450000	0.0011371707307765	23882	85819	75467120	0
sak	CP020781.1	9450001	9500000	0.0016462678619404	26196	136277	82779360	0
sak	CP020781.1	9500001	9550000	0.0013912264958502	24488	107656	77382080	0
sak	CP020781.1	9550001	9600000	0.0018079609019421	27325	156112	86347000	0
sak	CP020781.1	9600001	9650000	0.0012223716494089	23211	89657	73346760	0
sak	CP020781.1	9650001	9700000	0.0018674099116425	27479	162154	86833640	0
sak	CP020781.1	9700001	9750000	0.0009367957899523	28395	84057	89728200	0
sak	CP020781.1	9750001	9800000	0.0015467480617029	19933	97427	62988280	0
sak	CP020781.1	9800001	9850000	0.001288114905605	19860	80839	62757600	0
sak	CP020781.1	9850001	9900000	0.001467291306584	30862	143096	97523920	0
sak	CP020781.1	9900001	9950000	0.0011884564684787	22816	85686	72098560	0
sak	CP020781.1	9950001	10000000	0.0014886948930597	32625	153477	103095000	0
sak	CP020781.1	10000001	10050000	0.0021211075375282	28113	188433	88837080	0
sak	CP020781.1	10050001	10100000	0.0026488033478591	24888	208318	78646080	0
sak	CP020781.1	10100001	10150000	0.0024500291659553	24912	192871	78721920	0
sak	CP020781.1	10150001	10200000	0.0019210835983563	32411	196755	102418760	0
sak	CP020781.1	10200001	10250000	0.0027189416436356	32464	278926	102586240	0
sak	CP020781.1	10250001	10300000	0.001302713794932	24705	101700	78067800	0
sak	CP020781.1	10300001	10350000	0.0011743071906851	30627	113651	96781320	0
sak	CP020781.1	10350001	10400000	0.0015337780930925	30510	147874	96411600	0
sak	CP020781.1	10400001	10450000	0.0019117789158372	24890	150366	78652400	0
sak	CP020781.1	10450001	10500000	0.0011324359025048	30415	108840	96111400	0
sak	CP020781.1	10500001	10550000	0.0021343037247617	29597	199614	93526520	0
sak	CP020781.1	10550001	10600000	0.0017765117935153	30485	171136	96332600	0
sak	CP020781.1	10600001	10650000	0.0017583755939783	25360	140912	80137600	0
sak	CP020781.1	10650001	10700000	0.0011977561789352	23432	88688	74045120	0
sak	CP020781.1	10700001	10750000	0.0011271054375225	20518	73078	64836880	0
sak	CP020781.1	10750001	10800000	0.001161953493151	25132	92279	79417120	0
sak	CP020781.1	10800001	10850000	0.0013229235386348	25366	106041	80156560	0
sak	CP020781.1	10850001	10900000	0.0009980269428946	24687	77857	78010920	0
sak	CP020781.1	10900001	10950000	0.0014953404549479	29637	140043	93652920	0
sak	CP020781.1	10950001	11000000	0.0014365361678929	27817	126274	87901720	0
sak	CP020781.1	11000001	11050000	0.001724851583471	29190	159101	92240400	0
sak	CP020781.1	11050001	11100000	0.0011604536979246	29063	106575	91839080	0
sak	CP020781.1	11100001	11150000	0.0012623009615224	34235	136559	108182600	0
sak	CP020781.1	11150001	11200000	0.0012599922012088	30774	122529	97245840	0
sak	CP020781.1	11200001	11250000	0.0010420096645322	31023	102151	98032680	0
sak	CP020781.1	11250001	11300000	0.0016861686925602	29099	155048	91952840	0
sak	CP020781.1	11300001	11350000	0.0009838233535484	31649	98393	100010840	0
sak	CP020781.1	11350001	11400000	0.0011575989378058	32586	119200	102971760	0
sak	CP020781.1	11400001	11450000	0.0010672670071562	30631	103305	96793960	0
sak	CP020781.1	11450001	11500000	0.0009690652910579	33014	101097	104324240	0
sak	CP020781.1	11500001	11550000	0.0007549073880095	29063	69330	91839080	0
sak	CP020781.1	11550001	11600000	0.0013234898563009	29507	123405	93242120	0
sak	CP020781.1	11600001	11650000	0.0011689692473047	25639	94709	81019240	0
sak	CP020781.1	11650001	11700000	0.0014277284938081	27749	125193	87686840	0
sak	CP020781.1	11700001	11750000	0.0011788833384747	29298	109143	92581680	0
sak	CP020781.1	11750001	11800000	0.0012314001157411	31257	121628	98772120	0
sak	CP020781.1	11800001	11850000	0.0013022167251016	17521	72099	55366360	0
sak	CP020781.1	11850001	11900000	0.0009532912301657	26451	79681	83585160	0
sak	CP020781.1	11900001	11950000	0.001766113477407	25365	141560	80153400	0
sak	CP020781.1	11950001	12000000	0.0009360974864177	27330	80844	86362800	0
sak	CP020781.1	12000001	12050000	0.0009647362151875	21764	66349	68774240	0
sak	CP020781.1	12050001	12100000	0.0014437169861881	27870	127147	88069200	0
sak	CP020781.1	12100001	12150000	0.0016464656838335	30937	160960	97760920	0
sak	CP020781.1	12150001	12200000	0.0013508181862612	28490	121612	90028400	0
sak	CP020781.1	12200001	12250000	0.0011802390949059	28394	105897	89725040	0
sak	CP020781.1	12250001	12300000	0.0008959015473229	27286	77248	86223760	0
sak	CP020781.1	12300001	12350000	0.0011788466698048	31516	117402	99590560	0
sak	CP020781.1	12350001	12400000	0.001093606486418	21582	74583	68199120	0
sak	CP020781.1	12400001	12450000	0.0010259114817031	28634	92828	90483440	0
sak	CP020781.1	12450001	12500000	0.0013613186345419	35090	150949	110884400	0
sak	CP020781.1	12500001	12550000	0.0014339979262971	29300	132771	92588000	0
sak	CP020781.1	12550001	12600000	0.0017762319834222	22229	124769	70243640	0
sak	CP020781.1	12600001	12650000	0.000809601481788	29482	75425	93163120	0
sak	CP020781.1	12650001	12700000	0.002406975898454	23495	178704	74244200	0
sak	CP020781.1	12700001	12750000	0.0038614191220885	15256	186155	48208960	0
sak	CP020781.1	12750001	12800000	0.0047106596200261	20076	298845	63440160	0
sak	CP020781.1	12800001	12850000	0.0021661461417805	31869	218144	100706040	0
sak	CP020781.1	12850001	12900000	0.0012965355724562	30262	123985	95627920	0
sak	CP020781.1	12900001	12950000	0.0011451648854424	32370	117138	102289200	0
sak	CP020781.1	12950001	13000000	0.0018633361330628	24701	145443	78055160	0
sak	CP020781.1	13000001	13050000	0.0014793897564225	31160	145669	98465600	0
sak	CP020781.1	13050001	13100000	0.0012417286649506	29079	114102	91889640	0
sak	CP020781.1	13100001	13150000	0.0010413143598919	24739	81405	78175240	0
sak	CP020781.1	13150001	13200000	0.001248996664689	25390	100210	80232400	0
sak	CP020781.1	13200001	13250000	0.0014183056946394	27129	121588	85727640	0
sak	CP020781.1	13250001	13300000	0.0007244342099663	27364	62642	86470240	0
sak	CP020781.1	13300001	13350000	0.0014283963686875	32332	145938	102169120	0
sak	CP020781.1	13350001	13400000	0.0016654199831083	28836	151756	91121760	0
sak	CP020781.1	13400001	13450000	0.0020138499704686	30176	192033	95356160	0
sak	CP020781.1	13450001	13500000	0.0019162793675494	31041	187967	98089560	0
sak	CP020781.1	13500001	13550000	0.000948490322322	27792	83299	87822720	0
sak	CP020781.1	13550001	13600000	0.0008326757238303	30734	80869	97119440	0
sak	CP020781.1	13600001	13650000	0.0019083813555676	29129	175662	92047640	0
sak	CP020781.1	13650001	13700000	0.0013294321277738	30233	127009	95536280	0
sak	CP020781.1	13700001	13750000	0.00138456308578	29063	127157	91839080	0
sak	CP020781.1	13750001	13800000	0.0010257358977554	27523	89211	86972680	0
sak	CP020781.1	13800001	13850000	0.0013396411343316	30686	129902	96967760	0
sak	CP020781.1	13850001	13900000	0.0010790352493301	20715	70633	65459400	0
sak	CP020781.1	13900001	13950000	0.0016282459312839	26250	135063	82950000	0
sak	CP020781.1	13950001	14000000	0.0010977268249084	29487	102285	93178920	0
sak	CP020781.1	14000001	14050000	0.0014834059194349	28905	135494	91339800	0
sak	CP020781.1	14050001	14100000	0.0013405333410775	31819	134788	100548040	0
sak	CP020781.1	14100001	14150000	0.0014816240984697	33103	154986	104605480	0
sak	CP020781.1	14150001	14200000	0.0011628583192148	28623	105179	90448680	0
sak	CP020781.1	14200001	14250000	0.0018611325425826	29860	175612	94357600	0
sak	CP020781.1	14250001	14300000	0.0015464994380702	31841	155605	100617560	0
sak	CP020781.1	14300001	14350000	0.0017110660024086	28442	153785	89876720	0
sak	CP020781.1	14350001	14400000	0.0016310342536296	30480	157096	96316800	0
sak	CP020781.1	14400001	14450000	0.0013240119961261	29748	124462	94003680	0
sak	CP020781.1	14450001	14500000	0.0011568204811282	35271	128935	111456360	0
sak	CP020781.1	14500001	14550000	0.0016364122864242	27107	140172	85658120	0
sak	CP020781.1	14550001	14600000	0.0014267195118274	31066	140059	98168560	0
sak	CP020781.1	14600001	14650000	0.0013697712447555	21210	91807	67023600	0
sak	CP020781.1	14650001	14700000	0.0018467917939764	34800	203088	109968000	0
sak	CP020781.1	14700001	14750000	0.0007579234708667	33012	79065	104317920	0
sak	CP020781.1	14750001	14800000	0.0006958548031083	27848	61235	87999680	0
sak	CP020781.1	14800001	14850000	0.0009012677202737	32021	91196	101186360	0
sak	CP020781.1	14850001	14900000	0.0015619272455909	28938	142829	91444080	0
sak	CP020781.1	14900001	14950000	0.0010265705950242	29361	95246	92780760	0
sak	CP020781.1	14950001	15000000	0.0012637237154535	30152	120408	95280320	0
sak	CP020781.1	15000001	15050000	0.001266677766428	28130	112596	88890800	0
sak	CP020781.1	15050001	15100000	0.0009222790678489	29767	86753	94063720	0
sak	CP020781.1	15100001	15150000	0.0021205904924143	30020	201166	94863200	0
sak	CP020781.1	15150001	15200000	0.001630740434974	32996	170033	104267360	0
sak	CP020781.1	15200001	15250000	0.0015420499907724	30042	146391	94932720	0
sak	CP020781.1	15250001	15300000	0.0009412962478858	32152	95636	101600320	0
sak	CP020781.1	15300001	15350000	0.0011696634144433	26219	96909	82852040	0
sak	CP020781.1	15350001	15400000	0.0013726124689836	28869	125218	91226040	0
sak	CP020781.1	15400001	15450000	0.0016051318745211	27279	138365	86201640	0
sak	CP020781.1	15450001	15500000	0.0025501511205017	32303	260313	102077480	0
sak	CP020781.1	15500001	15550000	0.0019238628074421	27227	165524	86037320	0
sak	CP020781.1	15550001	15600000	0.0019957979324372	27494	173397	86881040	0
sak	CP020781.1	15600001	15650000	0.0015922131317696	32013	161070	101161080	0
sak	CP020781.1	15650001	15700000	0.0025720029231177	32322	262698	102137520	0
sak	CP020781.1	15700001	15750000	0.002229451311211	31598	222610	99849680	0
sak	CP020781.1	15750001	15800000	0.0016359807516321	32976	170476	104204160	0
sak	CP020781.1	15800001	15850000	0.0009235144296137	32389	94521	102349240	0
sak	CP020781.1	15850001	15900000	0.0015371147058859	30697	149104	97002520	0
sak	CP020781.1	15900001	15950000	0.0016282525445761	29564	152115	93422240	0
sak	CP020781.1	15950001	16000000	0.0010875043437477	26045	89504	82302200	0
sak	CP020781.1	16000001	16050000	0.0009512743817628	26547	79801	83888520	0
sak	CP020781.1	16050001	16100000	0.0015453548530998	31951	156027	100965160	0
sak	CP020781.1	16100001	16150000	0.0016715330834564	30442	160796	96196720	0
sak	CP020781.1	16150001	16200000	0.001638590780161	31279	161961	98841640	0
sak	CP020781.1	16200001	16250000	0.0022322107224419	29227	206161	92357320	0
sak	CP020781.1	16250001	16300000	0.0012998225362048	27597	113353	87206520	0
sak	CP020781.1	16300001	16350000	0.0011949524753367	28100	106107	88796000	0
sak	CP020781.1	16350001	16400000	0.000837252175842	33095	87560	104580200	0
sak	CP020781.1	16400001	16450000	0.0005979115242182	27369	51711	86486040	0
sak	CP020781.1	16450001	16500000	0.000869729016573	29282	80477	92531120	0
sak	CP020781.1	16500001	16550000	0.0010173548496549	27383	88032	86530280	0
sak	CP020781.1	16550001	16600000	0.0019363424830701	20868	127688	65942880	0
sak	CP020781.1	16600001	16650000	0.0011566284719305	28781	105193	90947960	0
sak	CP020781.1	16650001	16700000	0.0010982649063975	31425	109061	99303000	0
sak	CP020781.1	16700001	16750000	0.0010073427447008	30196	96120	95419360	0
sak	CP020781.1	16750001	16800000	0.0012450474479864	30297	119199	95738520	0
sak	CP020781.1	16800001	16850000	0.0016173095823274	26107	133425	82498120	0
sak	CP020781.1	16850001	16900000	0.0010180601941359	27217	87559	86005720	0
sak	CP020781.1	16900001	16950000	0.0010711395458918	31502	106628	99546320	0
sak	CP020781.1	16950001	17000000	0.0014452535318002	29298	133804	92581680	0
sak	CP020781.1	17000001	17050000	0.0012456822729154	32069	126235	101338040	0
sak	CP020781.1	17050001	17100000	0.0011561939210838	28843	105380	91143880	0
sak	CP020781.1	17100001	17150000	0.0015572102490025	32178	158341	101682480	0
sak	CP020781.1	17150001	17200000	0.0018845804052009	27948	166438	88315680	0
sak	CP020781.1	17200001	17250000	0.0012301302248753	31067	120764	98171720	0
sak	CP020781.1	17250001	17300000	0.0013995532017241	31946	141284	100949360	0
sak	CP020781.1	17300001	17350000	0.0009605925929534	31179	94643	98525640	0
sak	CP020781.1	17350001	17400000	0.0014829478665462	33490	156938	105828400	0
sak	CP020781.1	17400001	17450000	0.0009441128628421	30536	91101	96493760	0
sak	CP020781.1	17450001	17500000	0.001471325773189	30464	141639	96266240	0
sak	CP020781.1	17500001	17550000	0.0009680964296586	35178	107616	111162480	0
sak	CP020781.1	17550001	17600000	0.0011816986375239	33239	124120	105035240	0
sak	CP020781.1	17600001	17650000	0.0011123976146095	27938	98207	88284080	0
sak	CP020781.1	17650001	17700000	0.0012388633171583	28606	111987	90394960	0
sak	CP020781.1	17700001	17750000	0.0007766913097444	34388	84400	108666080	0
sak	CP020781.1	17750001	17800000	0.0007575496039152	29333	70219	92692280	0
sak	CP020781.1	17800001	17850000	0.0010242976907022	30429	98492	96155640	0
sak	CP020781.1	17850001	17900000	0.0010660416722344	29366	98925	92796560	0
sak	CP020781.1	17900001	17950000	0.0012432157452994	29536	116034	93333760	0
sak	CP020781.1	17950001	18000000	0.0015423894295418	24776	120757	78292160	0
sak	CP020781.1	18000001	18050000	0.0009449168242188	27946	83445	88309360	0
sak	CP020781.1	18050001	18100000	0.0012799237364009	30454	123173	96234640	0
sak	CP020781.1	18100001	18150000	0.0007065677587879	28717	64118	90745720	0
sak	CP020781.1	18150001	18200000	0.0010190097433829	28818	92796	91064880	0
