"Strain","reference","CHROM","cM","POS_pred"
"OFAM","HdrR_ASM223467v1",5,21,12356248.7298878
"OFAM","HdrR_ASM223467v1",5,22,13109638.9395959
"OFAM","HdrR_ASM223467v1",5,23,13876434.3019001
"OFAM","HdrR_ASM223467v1",5,24,14653014.8684811
"OFAM","HdrR_ASM223467v1",5,25,15435760.6910193
"OFAM","HdrR_ASM223467v1",5,26,16221047.6658514
"OFAM","HdrR_ASM223467v1",5,27,17005242.8189159
"OFAM","HdrR_ASM223467v1",5,28,17784795.272629
"OFAM","HdrR_ASM223467v1",5,29,18556280.3488814
"OFAM","HdrR_ASM223467v1",5,30,19316527.6430138
"OFAM","HdrR_ASM223467v1",5,31,20062571.8453654
"OFAM","HdrR_ASM223467v1",5,32,20792207.8606272
"OFAM","HdrR_ASM223467v1",5,33,21503826.4034368
"OFAM","HdrR_ASM223467v1",5,34,22196379.8119306
"OFAM","HdrR_ASM223467v1",5,35,22869387.2045815
"OFAM","HdrR_ASM223467v1",5,36,23522889.481004
"OFAM","HdrR_ASM223467v1",5,37,24157515.8099962
"OFAM","HdrR_ASM223467v1",5,38,24774006.9513037
"OFAM","HdrR_ASM223467v1",5,39,25373103.664672
"OFAM","HdrR_ASM223467v1",5,40,25955547.2888044
"OFAM","HdrR_ASM223467v1",5,41,26522230.1577087
"OFAM","HdrR_ASM223467v1",5,42,27074527.8375163
"OFAM","HdrR_ASM223467v1",5,43,27614181.5085642
"OFAM","HdrR_ASM223467v1",5,44,28143205.0835645
"OFAM","HdrR_ASM223467v1",5,45,28663707.4236529
"OFAM","HdrR_ASM223467v1",5,46,29177799.0361307
"OFAM","HdrR_ASM223467v1",5,47,29687590.4282993
"OFAM","HdrR_ASM223467v1",5,48,30195138.1612218
"AFOM","HdrR_ASM223467v1",6,0,4024554.81333389
"AFOM","HdrR_ASM223467v1",6,1,4902443.58554445
"AFOM","HdrR_ASM223467v1",6,2,5778715.73403466
"AFOM","HdrR_ASM223467v1",6,3,6651378.29036055
"AFOM","HdrR_ASM223467v1",6,4,7518432.5808462
"AFOM","HdrR_ASM223467v1",6,5,8377879.93181571
"AFOM","HdrR_ASM223467v1",6,6,9227721.64747475
"AFOM","HdrR_ASM223467v1",6,7,10065953.9740532
"AFOM","HdrR_ASM223467v1",6,8,10890579.0687736
"AFOM","HdrR_ASM223467v1",6,9,11699679.7037652
"AFOM","HdrR_ASM223467v1",6,10,12491546.1193547
"AFOM","HdrR_ASM223467v1",6,11,13264616.1550466
"AFOM","HdrR_ASM223467v1",6,12,14017343.7260616
"AFOM","HdrR_ASM223467v1",6,13,14748386.7478819
"AFOM","HdrR_ASM223467v1",6,14,15456834.1463872
"AFOM","HdrR_ASM223467v1",6,15,16141919.8967263
"AFOM","HdrR_ASM223467v1",6,16,16802880.4417346
"AFOM","HdrR_ASM223467v1",6,17,17439100.2326743
"AFOM","HdrR_ASM223467v1",6,18,18050267.949478
"AFOM","HdrR_ASM223467v1",6,19,18636278.4589352
"AFOM","HdrR_ASM223467v1",6,20,19197315.2394897
"AFOM","HdrR_ASM223467v1",6,21,19733589.9220915
"AFOM","HdrR_ASM223467v1",6,22,20245314.1376905
"AFOM","HdrR_ASM223467v1",6,23,20732750.935191
"AFOM","HdrR_ASM223467v1",6,24,21196504.663567
"AFOM","HdrR_ASM223467v1",6,25,21637501.9407709
"AFOM","HdrR_ASM223467v1",6,26,22056713.7555401
"AFOM","HdrR_ASM223467v1",6,27,22455111.0966121
"AFOM","HdrR_ASM223467v1",6,28,22833664.9540312
"AFOM","HdrR_ASM223467v1",6,29,23193386.1599983
"AFOM","HdrR_ASM223467v1",6,30,23535455.5989278
"AFOM","HdrR_ASM223467v1",6,31,23861101.4283701
"AFOM","HdrR_ASM223467v1",6,32,24171551.5745341
"AFOM","HdrR_ASM223467v1",6,33,24468011.2696208
"AFOM","HdrR_ASM223467v1",6,34,24751602.7115965
"AFOM","HdrR_ASM223467v1",6,35,25023397.9396932
"AFOM","HdrR_ASM223467v1",6,36,25284467.0399135
"AFOM","HdrR_ASM223467v1",6,37,25535880.0982601
"AFOM","HdrR_ASM223467v1",6,38,25778707.2007356
"AFOM","HdrR_ASM223467v1",6,39,26014018.4333425
"AFOM","HdrR_ASM223467v1",6,40,26242883.8820834
"AFOM","HdrR_ASM223467v1",6,41,26466373.6329608
"AFOM","HdrR_ASM223467v1",6,42,26685557.7719775
"AFOM","HdrR_ASM223467v1",6,43,26901492.255968
"AFOM","HdrR_ASM223467v1",6,44,27114981.9267389
"AFOM","HdrR_ASM223467v1",6,45,27326390.2794475
"AFOM","HdrR_ASM223467v1",6,46,27535910.7777411
"AFOM","HdrR_ASM223467v1",6,47,27743734.1474099
"AFOM","HdrR_ASM223467v1",6,48,27950051.114244
"AFOM","HdrR_ASM223467v1",6,49,28155052.4040336
"AFOM","HdrR_ASM223467v1",6,50,28358928.7425686
"AFOM","HdrR_ASM223467v1",6,51,28561870.8556394
"AFOM","HdrR_ASM223467v1",6,52,28764069.4690361
"AFOM","HdrR_ASM223467v1",6,53,28965715.3085486
"AFOM","HdrR_ASM223467v1",6,54,29166999.0999672
"AFOM","HdrR_ASM223467v1",6,55,29368111.569082
"AFOM","HdrR_ASM223467v1",6,56,29569243.4416832
"AFOM","HdrR_ASM223467v1",6,57,29770573.163507
"AFOM","HdrR_ASM223467v1",6,58,29972145.9946437
"AFOM","HdrR_ASM223467v1",6,59,30173925.6051503
"AFOM","HdrR_ASM223467v1",6,60,30375874.4874318
"AFOM","HdrR_ASM223467v1",6,61,30577955.1338938
"AFOM","HdrR_ASM223467v1",6,62,30780130.0369413
"AFOM","HdrR_ASM223467v1",6,63,30982361.6889796
"AFOM","HdrR_ASM223467v1",6,64,31184613.3044435
"OFAM","HdrR_ASM223467v1",6,0,4184938.65316041
"OFAM","HdrR_ASM223467v1",6,1,5029307.79653183
"OFAM","HdrR_ASM223467v1",6,2,5872061.16964107
"OFAM","HdrR_ASM223467v1",6,3,6711207.07527118
"OFAM","HdrR_ASM223467v1",6,4,7544748.11731145
"OFAM","HdrR_ASM223467v1",6,5,8370686.89965114
"OFAM","HdrR_ASM223467v1",6,6,9187026.03064585
"OFAM","HdrR_ASM223467v1",6,7,9991769.15543712
"OFAM","HdrR_ASM223467v1",6,8,10782945.2698205
"OFAM","HdrR_ASM223467v1",6,9,11558688.1012763
"OFAM","HdrR_ASM223467v1",6,10,12317374.476201
"OFAM","HdrR_ASM223467v1",6,11,13057551.4731944
"OFAM","HdrR_ASM223467v1",6,12,13777784.2680718
"OFAM","HdrR_ASM223467v1",6,13,14476862.0244298
"OFAM","HdrR_ASM223467v1",6,14,15154045.9724826
"OFAM","HdrR_ASM223467v1",6,15,15808755.8802272
"OFAM","HdrR_ASM223467v1",6,16,16440414.1900074
"OFAM","HdrR_ASM223467v1",6,17,17048601.8674809
"OFAM","HdrR_ASM223467v1",6,18,17633225.6928994
"OFAM","HdrR_ASM223467v1",6,19,18194411.1395607
"OFAM","HdrR_ASM223467v1",6,20,18732589.1458936
"OFAM","HdrR_ASM223467v1",6,21,19248220.4467986
"OFAM","HdrR_ASM223467v1",6,22,19741765.7771759
"OFAM","HdrR_ASM223467v1",6,23,20213737.8244097
"OFAM","HdrR_ASM223467v1",6,24,20664992.8815642
"OFAM","HdrR_ASM223467v1",6,25,21096709.1564354
"OFAM","HdrR_ASM223467v1",6,26,21510109.0036928
"OFAM","HdrR_ASM223467v1",6,27,21906414.7780062
"OFAM","HdrR_ASM223467v1",6,28,22286848.8349142
"OFAM","HdrR_ASM223467v1",6,29,22652659.5860772
"OFAM","HdrR_ASM223467v1",6,30,23005206.1441189
"OFAM","HdrR_ASM223467v1",6,31,23345878.2531505
"OFAM","HdrR_ASM223467v1",6,32,23676065.0930347
"OFAM","HdrR_ASM223467v1",6,33,23997104.9161087
"OFAM","HdrR_ASM223467v1",6,34,24310167.1977871
"OFAM","HdrR_ASM223467v1",6,35,24616327.3529757
"OFAM","HdrR_ASM223467v1",6,36,24916657.1939568
"OFAM","HdrR_ASM223467v1",6,37,25212228.5330127
"OFAM","HdrR_ASM223467v1",6,38,25504113.1824257
"OFAM","HdrR_ASM223467v1",6,39,25793382.954478
"OFAM","HdrR_ASM223467v1",6,40,26081109.6614521
"OFAM","HdrR_ASM223467v1",6,41,26368365.1156302
"OFAM","HdrR_ASM223467v1",6,42,26656221.1292947
"OFAM","HdrR_ASM223467v1",6,43,26945731.3223269
"OFAM","HdrR_ASM223467v1",6,44,27237626.2001463
"OFAM","HdrR_ASM223467v1",6,45,27532070.503819
"OFAM","HdrR_ASM223467v1",6,46,27829011.6595102
"OFAM","HdrR_ASM223467v1",6,47,28128393.5950145
"OFAM","HdrR_ASM223467v1",6,48,28430160.2381265
"OFAM","HdrR_ASM223467v1",6,49,28734255.5166408
"OFAM","HdrR_ASM223467v1",6,50,29040623.358352
"OFAM","HdrR_ASM223467v1",6,51,29349207.6910548
"OFAM","HdrR_ASM223467v1",6,52,29659952.4425438
"OFAM","HdrR_ASM223467v1",6,53,29972801.5406137
"OFAM","HdrR_ASM223467v1",6,54,30287698.913059
"OFAM","HdrR_ASM223467v1",6,55,30604588.4876744
"OFAM","HdrR_ASM223467v1",6,56,30923414.1922545
"OFAM","HdrR_ASM223467v1",6,57,31244109.0517225
"AFOM","HdrR_ASM223467v1",7,0,1396303.10491436
"AFOM","HdrR_ASM223467v1",7,1,1830932.94201646
"AFOM","HdrR_ASM223467v1",7,2,2265576.52042501
"AFOM","HdrR_ASM223467v1",7,3,2700247.58144649
"AFOM","HdrR_ASM223467v1",7,4,3134959.86638733
"AFOM","HdrR_ASM223467v1",7,5,3569727.11655402
"AFOM","HdrR_ASM223467v1",7,6,4004563.073253
"AFOM","HdrR_ASM223467v1",7,7,4439481.47779072
"AFOM","HdrR_ASM223467v1",7,8,4874496.07147366
"AFOM","HdrR_ASM223467v1",7,9,5309620.59560827
"AFOM","HdrR_ASM223467v1",7,10,5744868.79150099
"AFOM","HdrR_ASM223467v1",7,11,6180254.40045831
"AFOM","HdrR_ASM223467v1",7,12,6615791.16378667
"AFOM","HdrR_ASM223467v1",7,13,7051492.82279253
"AFOM","HdrR_ASM223467v1",7,14,7487373.11878235
"AFOM","HdrR_ASM223467v1",7,15,7923445.79306259
"AFOM","HdrR_ASM223467v1",7,16,8359724.58693971
"AFOM","HdrR_ASM223467v1",7,17,8796223.03919404
"AFOM","HdrR_ASM223467v1",7,18,9232953.70658012
"AFOM","HdrR_ASM223467v1",7,19,9669928.84861735
"AFOM","HdrR_ASM223467v1",7,20,10107160.7247604
"AFOM","HdrR_ASM223467v1",7,21,10544661.5944639
"AFOM","HdrR_ASM223467v1",7,22,10982443.7171824
"AFOM","HdrR_ASM223467v1",7,23,11420519.3523708
"AFOM","HdrR_ASM223467v1",7,24,11858900.7594835
"AFOM","HdrR_ASM223467v1",7,25,12297600.1979025
"AFOM","HdrR_ASM223467v1",7,26,12736629.0735177
"AFOM","HdrR_ASM223467v1",7,27,13175994.1912095
"AFOM","HdrR_ASM223467v1",7,28,13615699.9315166
"AFOM","HdrR_ASM223467v1",7,29,14055750.6030721
"AFOM","HdrR_ASM223467v1",7,30,14496150.5145094
"AFOM","HdrR_ASM223467v1",7,31,14936903.9744615
"AFOM","HdrR_ASM223467v1",7,32,15378015.2915617
"AFOM","HdrR_ASM223467v1",7,33,15819488.3807862
"AFOM","HdrR_ASM223467v1",7,34,16261324.6182421
"AFOM","HdrR_ASM223467v1",7,35,16703524.3724719
"AFOM","HdrR_ASM223467v1",7,36,17146087.9411884
"AFOM","HdrR_ASM223467v1",7,37,17589013.9513086
"AFOM","HdrR_ASM223467v1",7,38,18032299.0966805
"AFOM","HdrR_ASM223467v1",7,39,18475938.0268301
"AFOM","HdrR_ASM223467v1",7,40,18919924.2963862
"AFOM","HdrR_ASM223467v1",7,41,19364251.4481204
"AFOM","HdrR_ASM223467v1",7,42,19808912.9065031
"AFOM","HdrR_ASM223467v1",7,43,20253900.6502416
"AFOM","HdrR_ASM223467v1",7,44,20699205.6906803
"AFOM","HdrR_ASM223467v1",7,45,21144819.0214121
"AFOM","HdrR_ASM223467v1",7,46,21590731.6360298
"AFOM","HdrR_ASM223467v1",7,47,22036934.5277496
"AFOM","HdrR_ASM223467v1",7,48,22483418.3479145
"AFOM","HdrR_ASM223467v1",7,49,22930172.560948
"AFOM","HdrR_ASM223467v1",7,50,23377185.606349
"AFOM","HdrR_ASM223467v1",7,51,23824445.711587
"AFOM","HdrR_ASM223467v1",7,52,24271941.0634144
"AFOM","HdrR_ASM223467v1",7,53,24719659.4326194
"AFOM","HdrR_ASM223467v1",7,54,25167588.30929
"AFOM","HdrR_ASM223467v1",7,55,25615714.7747404
"AFOM","HdrR_ASM223467v1",7,56,26064025.6019837
"AFOM","HdrR_ASM223467v1",7,57,26512507.4724168
"AFOM","HdrR_ASM223467v1",7,58,26961147.0657201
"AFOM","HdrR_ASM223467v1",7,59,27409931.1881449
"AFOM","HdrR_ASM223467v1",7,60,27858846.838448
"AFOM","HdrR_ASM223467v1",7,61,28307881.3999304
"AFOM","HdrR_ASM223467v1",7,62,28757022.693869
"AFOM","HdrR_ASM223467v1",7,63,29206258.6245986
"AFOM","HdrR_ASM223467v1",7,64,29655577.0964542
"AFOM","HdrR_ASM223467v1",7,65,30104966.1464201
"AFOM","HdrR_ASM223467v1",7,66,30554414.7371028
"AFOM","HdrR_ASM223467v1",7,67,31003912.2254839
"AFOM","HdrR_ASM223467v1",7,68,31453447.9700058
"AFOM","HdrR_ASM223467v1",7,69,31903011.755038
"AFOM","HdrR_ASM223467v1",7,70,32352595.084059
"AFOM","HdrR_ASM223467v1",7,71,32802189.9276753
"AFOM","HdrR_ASM223467v1",7,72,33251789.7254156
"AFOM","HdrR_ASM223467v1",7,73,33701390.4777281
"OFAM","HdrR_ASM223467v1",7,0,-1841990.5480252
"OFAM","HdrR_ASM223467v1",7,1,-1329404.19678463
"OFAM","HdrR_ASM223467v1",7,2,-816817.845544059
"OFAM","HdrR_ASM223467v1",7,3,-304231.494303487
"OFAM","HdrR_ASM223467v1",7,4,208354.856937084
"OFAM","HdrR_ASM223467v1",7,5,720941.208177663
"OFAM","HdrR_ASM223467v1",7,6,1233527.55941824
"OFAM","HdrR_ASM223467v1",7,7,1746113.91065883
"OFAM","HdrR_ASM223467v1",7,8,2258700.26189941
"OFAM","HdrR_ASM223467v1",7,9,2771286.61314001
"OFAM","HdrR_ASM223467v1",7,10,3283872.96438061
"OFAM","HdrR_ASM223467v1",7,11,3796459.31562121
"OFAM","HdrR_ASM223467v1",7,12,4309045.66686182
"OFAM","HdrR_ASM223467v1",7,13,4821632.01810245
"OFAM","HdrR_ASM223467v1",7,14,5334218.36934308
"OFAM","HdrR_ASM223467v1",7,15,5846804.72058372
"OFAM","HdrR_ASM223467v1",7,16,6359391.07182436
"OFAM","HdrR_ASM223467v1",7,17,6871977.42306502
"OFAM","HdrR_ASM223467v1",7,18,7384563.77430568
"OFAM","HdrR_ASM223467v1",7,19,7897150.12554635
"OFAM","HdrR_ASM223467v1",7,20,8409736.47678701
"OFAM","HdrR_ASM223467v1",7,21,8922322.82802766
"OFAM","HdrR_ASM223467v1",7,22,9434909.1792683
"OFAM","HdrR_ASM223467v1",7,23,9947495.53050892
"OFAM","HdrR_ASM223467v1",7,24,10460081.8817495
"OFAM","HdrR_ASM223467v1",7,25,10972668.2329901
"OFAM","HdrR_ASM223467v1",7,26,11485254.5842306
"OFAM","HdrR_ASM223467v1",7,27,11997840.9354711
"OFAM","HdrR_ASM223467v1",7,28,12510427.2867115
"OFAM","HdrR_ASM223467v1",7,29,13023013.6379519
"OFAM","HdrR_ASM223467v1",7,30,13535599.9891921
"OFAM","HdrR_ASM223467v1",7,31,14048186.3404323
"OFAM","HdrR_ASM223467v1",7,32,14560772.6916723
"OFAM","HdrR_ASM223467v1",7,33,15073359.0429121
"OFAM","HdrR_ASM223467v1",7,34,15585945.3941519
"OFAM","HdrR_ASM223467v1",7,35,16098531.7453914
"OFAM","HdrR_ASM223467v1",7,36,16611118.0966307
"OFAM","HdrR_ASM223467v1",7,37,17123704.4478698
"OFAM","HdrR_ASM223467v1",7,38,17636290.7991087
"OFAM","HdrR_ASM223467v1",7,39,18148877.1503473
"OFAM","HdrR_ASM223467v1",7,40,18661463.5015857
"OFAM","HdrR_ASM223467v1",7,41,19174049.8528237
"OFAM","HdrR_ASM223467v1",7,42,19686636.2040614
"OFAM","HdrR_ASM223467v1",7,43,20199222.5552988
"OFAM","HdrR_ASM223467v1",7,44,20711808.9065359
"OFAM","HdrR_ASM223467v1",7,45,21224395.2577725
"OFAM","HdrR_ASM223467v1",7,46,21736981.6090088
"OFAM","HdrR_ASM223467v1",7,47,22249567.9602447
"OFAM","HdrR_ASM223467v1",7,48,22762154.3114802
"OFAM","HdrR_ASM223467v1",7,49,23274740.6627152
"OFAM","HdrR_ASM223467v1",7,50,23787327.0139498
"OFAM","HdrR_ASM223467v1",7,51,24299913.3651839
"OFAM","HdrR_ASM223467v1",7,52,24812499.7164176
"OFAM","HdrR_ASM223467v1",7,53,25325086.0676508
"OFAM","HdrR_ASM223467v1",7,54,25837672.4188835
"OFAM","HdrR_ASM223467v1",7,55,26350258.7701158
"OFAM","HdrR_ASM223467v1",7,56,26862845.1213477
"OFAM","HdrR_ASM223467v1",7,57,27375431.4725791
"OFAM","HdrR_ASM223467v1",7,58,27888017.8238101
"OFAM","HdrR_ASM223467v1",7,59,28400604.1750408
"AFOM","HdrR_ASM223467v1",8,0,1066894.33631925
"AFOM","HdrR_ASM223467v1",8,1,1393835.3322477
"AFOM","HdrR_ASM223467v1",8,2,1720776.32817616
"AFOM","HdrR_ASM223467v1",8,3,2047717.32410463
"AFOM","HdrR_ASM223467v1",8,4,2374658.32003312
"AFOM","HdrR_ASM223467v1",8,5,2701599.31596165
"AFOM","HdrR_ASM223467v1",8,6,3028540.31189021
"AFOM","HdrR_ASM223467v1",8,7,3355481.30781881
"AFOM","HdrR_ASM223467v1",8,8,3682422.30374747
"AFOM","HdrR_ASM223467v1",8,9,4009363.29967618
"AFOM","HdrR_ASM223467v1",8,10,4336304.29560497
"AFOM","HdrR_ASM223467v1",8,11,4663245.29153384
"AFOM","HdrR_ASM223467v1",8,12,4990186.28746281
"AFOM","HdrR_ASM223467v1",8,13,5317127.28339189
"AFOM","HdrR_ASM223467v1",8,14,5644068.27932112
"AFOM","HdrR_ASM223467v1",8,15,5971009.27525049
"AFOM","HdrR_ASM223467v1",8,16,6297950.27118004
"AFOM","HdrR_ASM223467v1",8,17,6624891.26710979
"AFOM","HdrR_ASM223467v1",8,18,6951832.26303976
"AFOM","HdrR_ASM223467v1",8,19,7278773.25896997
"AFOM","HdrR_ASM223467v1",8,20,7605714.25490044
"AFOM","HdrR_ASM223467v1",8,21,7932655.2508312
"AFOM","HdrR_ASM223467v1",8,22,8259596.24676226
"AFOM","HdrR_ASM223467v1",8,23,8586537.24269366
"AFOM","HdrR_ASM223467v1",8,24,8913478.23862541
"AFOM","HdrR_ASM223467v1",8,25,9240419.23455754
"AFOM","HdrR_ASM223467v1",8,26,9567360.23049005
"AFOM","HdrR_ASM223467v1",8,27,9894301.22642299
"AFOM","HdrR_ASM223467v1",8,28,10221242.2223564
"AFOM","HdrR_ASM223467v1",8,29,10548183.2182902
"AFOM","HdrR_ASM223467v1",8,30,10875124.2142244
"AFOM","HdrR_ASM223467v1",8,31,11202065.2101591
"AFOM","HdrR_ASM223467v1",8,32,11529006.2060941
"AFOM","HdrR_ASM223467v1",8,33,11855947.2020297
"AFOM","HdrR_ASM223467v1",8,34,12182888.1979656
"AFOM","HdrR_ASM223467v1",8,35,12509829.193902
"AFOM","HdrR_ASM223467v1",8,36,12836770.1898389
"AFOM","HdrR_ASM223467v1",8,37,13163711.1857761
"AFOM","HdrR_ASM223467v1",8,38,13490652.1817137
"AFOM","HdrR_ASM223467v1",8,39,13817593.1776517
"AFOM","HdrR_ASM223467v1",8,40,14144534.17359
"AFOM","HdrR_ASM223467v1",8,41,14471475.1695286
"AFOM","HdrR_ASM223467v1",8,42,14798416.1654675
"AFOM","HdrR_ASM223467v1",8,43,15125357.1614066
"AFOM","HdrR_ASM223467v1",8,44,15452298.157346
"AFOM","HdrR_ASM223467v1",8,45,15779239.1532855
"AFOM","HdrR_ASM223467v1",8,46,16106180.1492251
"AFOM","HdrR_ASM223467v1",8,47,16433121.1451649
"AFOM","HdrR_ASM223467v1",8,48,16760062.1411048
"AFOM","HdrR_ASM223467v1",8,49,17087003.1370446
"OFAM","HdrR_ASM223467v1",8,0,-754513.791357456
"OFAM","HdrR_ASM223467v1",8,1,-391381.559742499
"OFAM","HdrR_ASM223467v1",8,2,-28113.9381868895
"OFAM","HdrR_ASM223467v1",8,3,335424.463250028
"OFAM","HdrR_ASM223467v1",8,4,699369.034508912
"OFAM","HdrR_ASM223467v1",8,5,1063855.16553041
"OFAM","HdrR_ASM223467v1",8,6,1429018.24625519
"OFAM","HdrR_ASM223467v1",8,7,1794993.66662388
"OFAM","HdrR_ASM223467v1",8,8,2161916.81657717
"OFAM","HdrR_ASM223467v1",8,9,2529923.0857915
"OFAM","HdrR_ASM223467v1",8,10,2899144.56365993
"OFAM","HdrR_ASM223467v1",8,11,3269697.24107397
"OFAM","HdrR_ASM223467v1",8,12,3641691.49385719
"OFAM","HdrR_ASM223467v1",8,13,4015237.67535182
"OFAM","HdrR_ASM223467v1",8,14,4390444.62196907
"OFAM","HdrR_ASM223467v1",8,15,4767398.56198703
"OFAM","HdrR_ASM223467v1",8,16,5146160.49293481
"OFAM","HdrR_ASM223467v1",8,17,5526759.00173409
"OFAM","HdrR_ASM223467v1",8,18,5909214.56284849
"OFAM","HdrR_ASM223467v1",8,19,6293547.6507406
"OFAM","HdrR_ASM223467v1",8,20,6679778.73987302
"OFAM","HdrR_ASM223467v1",8,21,7067928.30470836
"OFAM","HdrR_ASM223467v1",8,22,7458016.81970922
"OFAM","HdrR_ASM223467v1",8,23,7850064.7593382
"OFAM","HdrR_ASM223467v1",8,24,8244092.59805791
"OFAM","HdrR_ASM223467v1",8,25,8640120.81033094
"OFAM","HdrR_ASM223467v1",8,26,9038169.79733313
"OFAM","HdrR_ASM223467v1",8,27,9438246.55952762
"OFAM","HdrR_ASM223467v1",8,28,9840327.75229451
"OFAM","HdrR_ASM223467v1",8,29,10244363.5918752
"OFAM","HdrR_ASM223467v1",8,30,10650286.1845385
"OFAM","HdrR_ASM223467v1",8,31,11058027.1312886
"OFAM","HdrR_ASM223467v1",8,32,11467518.0331299
"OFAM","HdrR_ASM223467v1",8,33,11878690.4910664
"OFAM","HdrR_ASM223467v1",8,34,12291476.1061026
"OFAM","HdrR_ASM223467v1",8,35,12705805.0108348
"OFAM","HdrR_ASM223467v1",8,36,13121591.5804228
"OFAM","HdrR_ASM223467v1",8,37,13538740.6144691
"OFAM","HdrR_ASM223467v1",8,38,13957154.648597
"OFAM","HdrR_ASM223467v1",8,39,14376723.3565601
"OFAM","HdrR_ASM223467v1",8,40,14797331.6063138
"OFAM","HdrR_ASM223467v1",8,41,15218864.2575105
"OFAM","HdrR_ASM223467v1",8,42,15641206.1698024
"OFAM","HdrR_ASM223467v1",8,43,16064242.2028425
"OFAM","HdrR_ASM223467v1",8,44,16487857.7591158
"AFOM","HdrR_ASM223467v1",9,0,3578772.98102351
"AFOM","HdrR_ASM223467v1",9,1,3878717.49134175
"AFOM","HdrR_ASM223467v1",9,2,4179243.41874325
"AFOM","HdrR_ASM223467v1",9,3,4480932.1803113
"AFOM","HdrR_ASM223467v1",9,4,4784365.2185891
"AFOM","HdrR_ASM223467v1",9,5,5090175.1428851
"AFOM","HdrR_ASM223467v1",9,6,5399160.99982713
"AFOM","HdrR_ASM223467v1",9,7,5712236.400007
"AFOM","HdrR_ASM223467v1",9,8,6030397.51805887
"AFOM","HdrR_ASM223467v1",9,9,6354667.17504266
"AFOM","HdrR_ASM223467v1",9,10,6686069.23582304
"AFOM","HdrR_ASM223467v1",9,11,7025627.57533173
"AFOM","HdrR_ASM223467v1",9,12,7374366.06850048
"AFOM","HdrR_ASM223467v1",9,13,7733308.59026104
"AFOM","HdrR_ASM223467v1",9,14,8103479.01554515
"AFOM","HdrR_ASM223467v1",9,15,8485901.21928456
"AFOM","HdrR_ASM223467v1",9,16,8881599.076411
"AFOM","HdrR_ASM223467v1",9,17,9291587.53738289
"AFOM","HdrR_ASM223467v1",9,18,9716715.3713597
"AFOM","HdrR_ASM223467v1",9,19,10157678.1215351
"AFOM","HdrR_ASM223467v1",9,20,10615008.5144808
"AFOM","HdrR_ASM223467v1",9,21,11089072.0631914
"AFOM","HdrR_ASM223467v1",9,22,11580120.880058
"AFOM","HdrR_ASM223467v1",9,23,12088206.7216594
"AFOM","HdrR_ASM223467v1",9,24,12613201.0527013
"AFOM","HdrR_ASM223467v1",9,25,13154620.9747536
"AFOM","HdrR_ASM223467v1",9,26,13711684.8317718
"AFOM","HdrR_ASM223467v1",9,27,14283388.5209506
"AFOM","HdrR_ASM223467v1",9,28,14868688.8751633
"AFOM","HdrR_ASM223467v1",9,29,15466441.7216765
"AFOM","HdrR_ASM223467v1",9,30,16075460.4571348
"AFOM","HdrR_ASM223467v1",9,31,16694552.2154417
"AFOM","HdrR_ASM223467v1",9,32,17322491.249216
"AFOM","HdrR_ASM223467v1",9,33,17958040.9942342
"AFOM","HdrR_ASM223467v1",9,34,18599988.4447508
"AFOM","HdrR_ASM223467v1",9,35,19247184.7882882
"AFOM","HdrR_ASM223467v1",9,36,19898496.5983235
"AFOM","HdrR_ASM223467v1",9,37,20552849.5181751
"AFOM","HdrR_ASM223467v1",9,38,21209247.1184955
"AFOM","HdrR_ASM223467v1",9,39,21866799.3803798
"AFOM","HdrR_ASM223467v1",9,40,22524674.8645687
"AFOM","HdrR_ASM223467v1",9,41,23182124.9337935
"AFOM","HdrR_ASM223467v1",9,42,23838774.8929759
"AFOM","HdrR_ASM223467v1",9,43,24494419.0383236
"AFOM","HdrR_ASM223467v1",9,44,25148854.8877133
"AFOM","HdrR_ASM223467v1",9,45,25801879.9590215
"AFOM","HdrR_ASM223467v1",9,46,26453304.7055103
"AFOM","HdrR_ASM223467v1",9,47,27103110.2515172
"AFOM","HdrR_ASM223467v1",9,48,27751437.9606263
"AFOM","HdrR_ASM223467v1",9,49,28398439.4300258
"AFOM","HdrR_ASM223467v1",9,50,29044266.2569041
"AFOM","HdrR_ASM223467v1",9,51,29689070.0384493
"AFOM","HdrR_ASM223467v1",9,52,30333002.9368706
"AFOM","HdrR_ASM223467v1",9,53,30976225.5021573
"AFOM","HdrR_ASM223467v1",9,54,31618904.7073328
"AFOM","HdrR_ASM223467v1",9,55,32261207.688697
"AFOM","HdrR_ASM223467v1",9,56,32903301.58255
"AFOM","HdrR_ASM223467v1",9,57,33545341.820365
"OFAM","HdrR_ASM223467v1",9,0,2781212.57625673
"OFAM","HdrR_ASM223467v1",9,1,2736023.16879591
"OFAM","HdrR_ASM223467v1",9,2,2694411.91877167
"OFAM","HdrR_ASM223467v1",9,3,2659956.98362064
"OFAM","HdrR_ASM223467v1",9,4,2636236.65403338
"OFAM","HdrR_ASM223467v1",9,5,2627097.02091965
"OFAM","HdrR_ASM223467v1",9,6,2637242.867101
"OFAM","HdrR_ASM223467v1",9,7,2671837.18528894
"OFAM","HdrR_ASM223467v1",9,8,2736169.31178834
"OFAM","HdrR_ASM223467v1",9,9,2835219.24737739
"OFAM","HdrR_ASM223467v1",9,10,2973760.10917167
"OFAM","HdrR_ASM223467v1",9,11,3156560.68392214
"OFAM","HdrR_ASM223467v1",9,12,3388389.75837973
"OFAM","HdrR_ASM223467v1",9,13,3674016.11929541
